--- Step 5: Running mutation testing with MutPy (Attempt 1) ---
[INFO] Running MutPy for target: mutation_output\selected_functions.py, tests: mutation_output\test_generated_mutants.py
   - [#  83] CRP selected_functions: [0.20735 s] survived
   - [#  84] CRP selected_functions: [0.22537 s] survived
   - [#  85] CRP selected_functions: [0.19487 s] survived
   - [#  86] CRP selected_functions: [0.19529 s] survived
   - [#  87] CRP selected_functions: [0.28221 s] survived
   - [#  88] CRP selected_functions: [0.20544 s] survived
   - [#  89] CRP selected_functions: [0.21889 s] survived
   - [#  90] CRP selected_functions: [0.00000 s] incompetent
   - [#  91] CRP selected_functions: [0.20113 s] survived
   - [#  92] CRP selected_functions: [0.21162 s] survived
   - [#  93] CRP selected_functions: [0.20570 s] survived
   - [#  94] CRP selected_functions: [0.21498 s] survived
   - [#  95] CRP selected_functions: [0.21344 s] survived
   - [#  96] CRP selected_functions: [0.20661 s] survived
   - [#  97] CRP selected_functions: [0.22239 s] survived
   - [#  98] CRP selected_functions: [0.00000 s] incompetent
   - [#  99] CRP selected_functions: [0.19507 s] survived
   - [# 100] CRP selected_functions: [0.21689 s] survived
   - [# 101] CRP selected_functions: [0.20484 s] survived
   - [# 102] CRP selected_functions: [0.23989 s] survived
   - [# 103] CRP selected_functions: [0.20889 s] survived
   - [# 104] CRP selected_functions: [0.00000 s] incompetent
   - [# 105] CRP selected_functions: [0.19412 s] survived
   - [# 106] CRP selected_functions: [0.00000 s] incompetent
   - [# 107] CRP selected_functions: [0.26109 s] survived
   - [# 108] CRP selected_functions: [0.22554 s] survived
   - [# 109] CRP selected_functions: [0.21952 s] survived
   - [# 110] CRP selected_functions: [0.20776 s] survived
   - [# 111] CRP selected_functions: [0.20559 s] survived
   - [# 112] CRP selected_functions: [0.00000 s] incompetent
   - [# 113] CRP selected_functions: [0.20383 s] survived
   - [# 114] CRP selected_functions: [0.00000 s] incompetent
   - [# 115] CRP selected_functions: [0.19675 s] survived
   - [# 116] CRP selected_functions: [0.21557 s] survived
   - [# 117] CRP selected_functions: [0.22652 s] survived
   - [# 118] CRP selected_functions: [0.21217 s] survived
   - [# 119] CRP selected_functions: [0.20225 s] survived
   - [# 120] CRP selected_functions: [0.00000 s] incompetent
   - [# 121] CRP selected_functions: [0.20586 s] survived
   - [# 122] CRP selected_functions: [0.00000 s] incompetent
   - [# 123] CRP selected_functions: [0.22180 s] survived
   - [# 124] CRP selected_functions: [0.21083 s] survived
   - [# 125] CRP selected_functions: [0.20813 s] survived
   - [# 126] CRP selected_functions: [0.22839 s] survived
   - [# 127] CRP selected_functions: [0.22024 s] survived
   - [# 128] CRP selected_functions: [0.00000 s] incompetent
   - [# 129] CRP selected_functions: [0.19946 s] survived
   - [# 130] CRP selected_functions: [0.00000 s] incompetent
   - [# 131] CRP selected_functions: [0.21621 s] survived
   - [# 132] CRP selected_functions: [0.20958 s] survived
   - [# 133] CRP selected_functions: [0.20308 s] survived
   - [# 134] CRP selected_functions: [0.20760 s] survived
   - [# 135] CRP selected_functions: [0.23120 s] survived
   - [# 136] CRP selected_functions: [0.21240 s] survived
   - [# 137] CRP selected_functions: [0.22196 s] survived
   - [# 138] CRP selected_functions: [0.20870 s] killed by test_generated_mutants.py::test_sad_happy_level_positive
   - [# 139] CRP selected_functions: [0.22095 s] survived
   - [# 140] CRP selected_functions: [0.22449 s] survived
   - [# 141] CRP selected_functions: [0.24309 s] survived
   - [# 142] CRP selected_functions: [0.24359 s] survived
   - [# 143] CRP selected_functions: [0.20404 s] survived
   - [# 144] CRP selected_functions: [0.19346 s] killed by test_generated_mutants.py::test_show_happy_within_range
   - [# 145] CRP selected_functions: [0.22449 s] survived
   - [# 146] CRP selected_functions: [0.22483 s] survived
   - [# 147] CRP selected_functions: [0.19695 s] survived
   - [# 148] CRP selected_functions: [0.27984 s] survived
   - [# 149] CRP selected_functions: [0.23728 s] survived
   - [# 150] CRP selected_functions: [0.20299 s] survived
   - [# 151] CRP selected_functions: [0.21434 s] survived
   - [# 152] CRP selected_functions: [0.19798 s] survived
   - [# 153] CRP selected_functions: [0.19639 s] survived
   - [# 154] CRP selected_functions: [0.20544 s] survived
   - [# 155] CRP selected_functions: [0.20768 s] survived
   - [# 156] CRP selected_functions: [0.19501 s] survived
   - [# 157] CRP selected_functions: [0.23596 s] survived
   - [# 158] CRP selected_functions: [0.20303 s] survived
   - [# 159] CRP selected_functions: [0.21042 s] survived
   - [# 160] CRP selected_functions: [0.20762 s] survived
   - [# 161] LCR selected_functions: [0.19053 s] killed by test_generated_mutants.py::test_show_happy_outside_range_x_low
   - [# 162] LCR selected_functions: [0.19517 s] killed by test_generated_mutants.py::test_show_happy_outside_range_x_low
   - [# 163] LCR selected_functions: [0.22429 s] killed by test_generated_mutants.py::test_show_happy_outside_range_y_low
   - [# 164] ROR selected_functions: [0.20398 s] killed by test_generated_mutants.py::test_sad_happy_level_positive
   - [# 165] ROR selected_functions: [0.20826 s] killed by test_generated_mutants.py::test_show_happy_within_range
   - [# 166] ROR selected_functions: [0.21524 s] survived
   - [# 167] ROR selected_functions: [0.19572 s] killed by test_generated_mutants.py::test_show_happy_within_range
   - [# 168] ROR selected_functions: [0.20379 s] survived
   - [# 169] ROR selected_functions: [0.20918 s] killed by test_generated_mutants.py::test_show_happy_within_range
   - [# 170] ROR selected_functions: [0.22937 s] survived
   - [# 171] ROR selected_functions: [0.21156 s] killed by test_generated_mutants.py::test_show_happy_within_range
   - [# 172] ROR selected_functions: [0.19611 s] survived
   - [# 173] ROR selected_functions: [0.20580 s] survived
   - [# 174] ROR selected_functions: [0.28283 s] survived
[*] Mutation score [45.92737 s]: 11.0%
   - all: 174
   - killed: 17 (9.8%)
   - survived: 137 (78.7%)
   - incompetent: 20 (11.5%)
   - timeout: 0 (0.0%)


[SUCCESS] Tests passed on attempt 1! Mutation score: 11.0%
[INFO] Code saved to: mutation_output\test_generated_mutants.py

[INFO] Saved final version of test code to: mutation_output\test_generated_mutants.py

--- Analysis Complete ---
  - Input file: H:\Uni work\Thesis\AMT\example_input.py
  - Selected functions for testing: blink, cheeky, hide_happy, sad, show_happy, toggle_eyes, toggle_pupils, toggle_tongue
  - Final test file: mutation_output\test_generated_mutants.py
  - Final Status: SUCCESS
  - Final Mutation Score: 11.00%
